case_id,transaction_amount,payment_method,device_type,revenue_event,failure_reason,retry_count,recovery_eligible,customer_age,customer_city,behavior_transactions,behavior_total_spend,behavior_average_order_value,behavior_avg_session_minutes,behavior_avg_pages,behavior_returning_rate,behavior_avg_rating,behavior_avg_delivery_days,historical_transactions,historical_total_spend,historical_average_order_value,historical_median_order_value,historical_max_order_value,historical_total_quantity,days_since_last_purchase,customer_lifetime_days,purchase_frequency_per_30d,distinct_products,distinct_countries,favorite_product,customer_value_segment,risk_amount,risk_payment_method,risk_device_type,failed_transactions_24h,transaction_frequency_24h,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,previous_fraud_flag,risk_score,risk_signal_count,automated_recovery_risk,retry_expected_probability,payment_link_expected_probability,reminder_expected_probability,escalation_expected_probability,retry_expected_recovery,payment_link_expected_recovery,reminder_expected_recovery,escalation_expected_recovery,counterfactual_optimal_action_unconstrained,estimated_optimal_recovery_unconstrained,high_risk_case,policy_recommended_action,selected_action_probability,actual_outcome,actual_recovery_success,actual_recovered_amount,baseline_action,baseline_expected_recovery,baseline_recovery_success,baseline_actual_recovered_amount
CASE_005596,5250.08,Debit Card,Tablet,checkout_abandonment,payment_page_abandoned,0,False,21.0,Gaziantep,1,5250.08,5250.08,19.0,10.0,0.0,5.0,3.0,150,14632.97,97.55313333333334,83.25,289.92,1365,0,353,12.747875354107649,124,1,Red Retrospot Charlotte Bag,very_high,106.72,Debit Card,Tablet,4,3,False,True,False,False,False,True,,3,medium,0.2788,0.459,0.2142,0.5,1463.72,2409.79,1124.57,2625.04,ESCALATE_TO_HUMAN,2625.04,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,2625.04,True,5250.08
CASE_003353,2637.92,Credit Card,Mobile,checkout_abandonment,customer_inactivity,0,False,68.0,Gaziantep,1,2637.92,2637.92,10.0,10.0,1.0,3.0,10.0,12,505.0,42.083333333333336,29.85,133.44,41,95,0,12.0,11,1,White Moroccan Metal Lantern,low,59.31,Credit Card,Mobile,1,13,False,False,True,True,True,False,,3,medium,0.3463,0.5124,0.2521,0.42,913.51,1351.67,665.02,1107.93,CREATE_PAYMENT_LINK,1351.67,True,ESCALATE_TO_HUMAN,0.42,recovered,True,2637.92,ESCALATE_TO_HUMAN,1107.93,True,2637.92
CASE_006633,1332.14,Google Pay,Desktop,checkout_abandonment,customer_inactivity,0,False,39.0,Kayseri,1,1332.14,1332.14,19.0,5.0,1.0,5.0,9.0,108,58384.630000000005,540.598425925926,308.64,5348.160000000001,5413,9,355,9.126760563380282,59,1,Area Patrolled Metal Sign,very_high,23.56,Google Pay,Desktop,3,6,False,True,False,False,False,True,,3,medium,0.3405,0.5114,0.2543,0.5,453.59,681.26,338.76,666.07,CREATE_PAYMENT_LINK,681.26,True,ESCALATE_TO_HUMAN,0.5,recovered,True,1332.14,ESCALATE_TO_HUMAN,666.07,False,0.0
CASE_002966,69.24,Debit Card,Desktop,payment_failure,bank_timeout,0,True,30.0,Gaziantep,1,69.24,69.24,3.0,12.0,1.0,5.0,4.0,488,17760.13,36.393709016393444,22.005000000000003,1062.0,1471,12,231,63.37662337662338,398,1,Vintage Cream Cat Food Container,very_high,229.49,Debit Card,Desktop,3,8,True,True,False,False,False,False,,3,medium,0.5735,0.3205,0.2598,0.5,39.71,22.19,17.99,34.62,RETRY_PAYMENT,39.71,False,RETRY_PAYMENT,0.5735,recovered,True,69.24,RETRY_PAYMENT,39.71,False,0.0
CASE_001869,32.32,Credit Card,Mobile,repeated_payment_failure,multiple_bank_failures,2,True,33.0,Bursa,1,32.32,32.32,30.0,10.0,0.0,4.0,6.0,2,685.44,342.72,342.72,367.68,26,23,0,2.0,2,1,Chilli Lights,low,11.5,Credit Card,Mobile,3,1,False,False,False,False,False,False,,1,low,0.0417,0.3329,0.2546,0.32,1.35,10.76,8.23,10.34,CREATE_PAYMENT_LINK,10.76,False,CREATE_PAYMENT_LINK,0.3329,not_recovered,False,0.0,ESCALATE_TO_HUMAN,10.34,True,32.32
CASE_009603,197.92,Credit Card,Desktop,repeated_payment_failure,repeated_declines,2,False,32.0,Izmir,1,197.92,197.92,23.0,8.0,0.0,1.0,6.0,8,2336.32,292.04,201.12,1088.6399999999999,193,189,0,8.0,8,1,Card Billboard Font,medium,27.29,Credit Card,Desktop,2,3,False,True,False,False,False,True,,2,medium,0.02,0.2193,0.1839,0.38,3.96,43.4,36.4,75.21,ESCALATE_TO_HUMAN,75.21,True,ESCALATE_TO_HUMAN,0.38,recovered,True,197.92,ESCALATE_TO_HUMAN,75.21,False,0.0
CASE_008761,448.51,PayPal,Tablet,repeated_payment_failure,multiple_bank_failures,2,False,18.0,Konya,1,448.51,448.51,19.0,11.0,0.0,5.0,4.0,99,6252.87,63.16030303030303,37.2,384.48,548,45,166,17.89156626506024,90,1,Baking Mould Chocolate Cupcakes,high,292.5,PayPal,Tablet,4,3,False,True,False,False,False,True,,3,medium,0.02,0.2604,0.2153,0.5,8.97,116.79,96.56,224.26,ESCALATE_TO_HUMAN,224.26,True,ESCALATE_TO_HUMAN,0.5,recovered,True,448.51,ESCALATE_TO_HUMAN,224.26,False,0.0
CASE_006873,18014.55,Google Pay,Mobile,subscription_failure,expired_payment_method,0,True,28.0,Gaziantep,1,18014.55,18014.55,16.0,13.0,1.0,5.0,4.0,547,9256.83,16.92290676416819,12.38,128.16,886,4,87,188.6206896551724,318,1,6 Ribbons Rustic Charm,high,254.86,Google Pay,Mobile,2,3,False,False,False,False,False,False,,0,low,0.5703,0.4848,0.5507,0.5,10273.7,8733.45,9920.61,9007.28,RETRY_PAYMENT,10273.7,False,RETRY_PAYMENT,0.5703,recovered,True,18014.55,SEND_REMINDER,9920.61,True,18014.55
CASE_001033,247.99,PayPal,Mobile,checkout_abandonment,checkout_abandoned,0,False,36.0,Adana,1,247.99,247.99,20.0,11.0,0.0,5.0,20.0,152,20973.73,137.98506578947368,128.16,533.76,1757,72,246,18.53658536585366,146,1,3d Dog Picture Playing Cards,very_high,655.24,PayPal,Mobile,4,11,True,True,True,False,True,True,,6,high,0.0617,0.2964,0.1061,0.85,15.3,73.5,26.31,210.79,ESCALATE_TO_HUMAN,210.79,True,ESCALATE_TO_HUMAN,0.85,recovered,True,247.99,ESCALATE_TO_HUMAN,210.79,True,247.99
CASE_000812,174.6,Credit Card,Desktop,repeated_payment_failure,repeated_declines,2,False,18.0,Eskisehir,1,174.6,174.6,3.0,11.0,0.0,4.0,6.0,52,1592.96,30.633846153846154,23.31,230.6,121,68,245,6.367346938775511,46,1,Doormat Hearts,low,100.14,Credit Card,Desktop,3,3,False,True,False,False,False,True,,3,medium,0.02,0.2446,0.2032,0.5,3.49,42.71,35.48,87.3,ESCALATE_TO_HUMAN,87.3,True,ESCALATE_TO_HUMAN,0.5,recovered,True,174.6,ESCALATE_TO_HUMAN,87.3,False,0.0
CASE_004931,53.82,PayPal,Desktop,payment_failure,bank_timeout,0,False,18.0,Kayseri,1,53.82,53.82,13.0,8.0,1.0,5.0,10.0,66,3884.21,58.85166666666667,34.589999999999996,345.9,319,326,39,50.76923076923077,58,1,Assorted Colour Bird Ornament,medium,54.58,PayPal,Desktop,2,10,False,False,True,False,False,True,,2,medium,0.6585,0.3847,0.303,0.5,35.44,20.7,16.31,26.91,RETRY_PAYMENT,35.44,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,26.91,True,53.82
CASE_009770,332.28,Credit Card,Mobile,subscription_failure,recurring_payment_failure,0,False,26.0,Konya,1,332.28,332.28,23.0,7.0,0.0,5.0,7.0,63,2926.61,46.45412698412699,12.38,1686.3600000000001,330,7,163,11.595092024539877,61,1,Scandinavian Paisley Picnic Bag,medium,143.94,Credit Card,Mobile,0,12,True,True,True,False,True,True,,5,high,0.0585,0.0937,0.284,0.85,19.44,31.13,94.37,282.44,ESCALATE_TO_HUMAN,282.44,True,ESCALATE_TO_HUMAN,0.85,recovered,True,332.28,ESCALATE_TO_HUMAN,282.44,False,0.0
CASE_001370,15415.64,PayPal,Tablet,checkout_abandonment,payment_page_abandoned,0,False,37.0,Gaziantep,1,15415.64,15415.64,18.0,6.0,1.0,4.0,7.0,90,3974.6,44.16222222222222,27.3,383.40000000000003,325,32,59,45.76271186440678,58,1,Hot Water Bottle Keep Calm,medium,35.72,PayPal,Tablet,3,14,False,False,True,False,True,True,,4,high,0.321,0.4969,0.2447,0.85,4948.42,7660.03,3772.21,13103.29,ESCALATE_TO_HUMAN,13103.29,True,ESCALATE_TO_HUMAN,0.85,escalated,False,0.0,ESCALATE_TO_HUMAN,13103.29,True,15415.64
CASE_005505,50.34,Google Pay,Desktop,repeated_payment_failure,multiple_bank_failures,3,False,20.0,Ankara,1,50.34,50.34,22.0,5.0,0.0,5.0,7.0,1278,32999.53,25.82122848200313,13.835,1099.0,2856,10,359,106.7966573816156,421,1,Cream Hanging Heart T-Light Holder,very_high,103.82,Google Pay,Desktop,1,14,False,False,True,False,True,True,,3,medium,0.02,0.2399,0.2011,0.5,1.01,12.08,10.12,25.17,ESCALATE_TO_HUMAN,25.17,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,25.17,True,50.34
CASE_009087,522.32,Credit Card,Desktop,payment_failure,insufficient_funds,0,False,37.0,Bursa,1,522.32,522.32,6.0,6.0,1.0,4.0,5.0,108,16583.3,153.54907407407407,71.64,2025.6000000000001,1509,60,91,35.604395604395606,100,1,6 Ribbons Rustic Charm,very_high,73.16,Credit Card,Desktop,4,5,True,True,False,False,False,True,,4,high,0.227,0.225,0.1956,0.85,118.57,117.52,102.17,443.97,ESCALATE_TO_HUMAN,443.97,True,ESCALATE_TO_HUMAN,0.85,recovered,True,522.32,ESCALATE_TO_HUMAN,443.97,True,522.32
CASE_004132,863.87,Google Pay,Desktop,invoice_overdue,payment_not_received,0,False,34.0,Ankara,1,863.87,863.87,12.0,10.0,0.0,4.0,8.0,24,927.8,38.65833333333333,18.04,143.28,73,64,0,24.0,24,1,3 Traditional Biscuit Cutters Set,low,65.06,Google Pay,Desktop,0,12,False,False,True,False,True,False,,2,medium,0.3707,0.3271,0.4389,0.5,320.24,282.57,379.15,431.94,ESCALATE_TO_HUMAN,431.94,True,ESCALATE_TO_HUMAN,0.5,recovered,True,863.87,ESCALATE_TO_HUMAN,431.94,True,863.87
CASE_009076,18.5,Apple Pay,Mobile,subscription_failure,expired_payment_method,0,False,49.0,Izmir,1,18.5,18.5,8.0,16.0,0.0,3.0,4.0,212,6693.64,31.573773584905663,21.84,267.0,586,57,158,40.25316455696203,170,1,Rex Cash+Carry Jumbo Shopper,high,33.08,Apple Pay,Mobile,2,7,False,True,False,False,False,True,,2,medium,0.276,0.2566,0.3924,0.5,5.11,4.75,7.26,9.25,ESCALATE_TO_HUMAN,9.25,True,ESCALATE_TO_HUMAN,0.5,recovered,True,18.5,ESCALATE_TO_HUMAN,9.25,False,0.0
CASE_008657,490.68,Apple Pay,Desktop,invoice_overdue,customer_delay,0,False,36.0,Istanbul,1,490.68,490.68,16.0,10.0,0.0,3.0,10.0,237,9618.3,40.58354430379747,26.54,384.48,923,2,108,65.83333333333333,193,1,English Rose Scented Hanging Flower,high,7.06,Apple Pay,Desktop,3,5,False,False,False,False,False,True,,2,medium,0.3753,0.331,0.442,0.5,184.15,162.42,216.88,245.34,ESCALATE_TO_HUMAN,245.34,True,ESCALATE_TO_HUMAN,0.5,recovered,True,490.68,ESCALATE_TO_HUMAN,245.34,True,490.68
CASE_002057,107.79,Credit Card,Tablet,payment_failure,bank_timeout,0,True,40.0,Istanbul,1,107.79,107.79,2.0,12.0,0.0,3.0,13.0,531,19995.95,37.65715630885123,22.2,532.8,1570,31,170,93.70588235294117,526,1,Coffee Mug Apples Design,very_high,533.78,Credit Card,Tablet,4,7,True,True,False,False,False,False,,3,medium,0.5023,0.26,0.2135,0.5,54.14,28.03,23.01,53.9,RETRY_PAYMENT,54.14,False,RETRY_PAYMENT,0.5023,recovered,True,107.79,RETRY_PAYMENT,54.14,False,0.0
CASE_002718,140.0,Google Pay,Mobile,payment_failure,bank_timeout,0,True,57.0,Istanbul,1,140.0,140.0,11.0,8.0,0.0,5.0,5.0,2,2416.0,1208.0,1208.0,1208.0,400,110,126,0.47619047619047616,1,1,Jumbo Bag Red Retrospot,medium,8.12,Google Pay,Mobile,1,4,False,False,False,False,False,False,,0,low,0.5618,0.2905,0.2222,0.32,78.65,40.67,31.11,44.8,RETRY_PAYMENT,78.65,False,RETRY_PAYMENT,0.5618,not_recovered,False,0.0,RETRY_PAYMENT,78.65,True,140.0
CASE_004274,473.55,Apple Pay,Mobile,checkout_abandonment,customer_inactivity,0,False,47.0,Istanbul,1,473.55,473.55,7.0,13.0,1.0,4.0,1.0,56,2472.48,44.151428571428575,22.2,584.22,118,17,36,46.66666666666667,54,1,Love Seat Antique White Metal,medium,470.09,Apple Pay,Mobile,3,7,True,True,False,True,False,False,,4,high,0.2998,0.4809,0.2339,0.85,141.97,227.73,110.76,402.52,ESCALATE_TO_HUMAN,402.52,True,ESCALATE_TO_HUMAN,0.85,recovered,True,473.55,ESCALATE_TO_HUMAN,402.52,True,473.55
CASE_008992,70.63,Debit Card,Tablet,invoice_overdue,customer_delay,0,True,33.0,Antalya,1,70.63,70.63,22.0,12.0,1.0,4.0,4.0,17,454.16,26.715294117647062,18.75,91.98,34,165,0,17.0,17,1,4 Sky Blue Dinner Candles,low,64.78,Debit Card,Tablet,1,7,False,False,False,False,False,False,,0,low,0.5637,0.4791,0.5464,0.47,39.81,33.84,38.59,33.2,RETRY_PAYMENT,39.81,False,RETRY_PAYMENT,0.5637,recovered,True,70.63,SEND_REMINDER,38.59,False,0.0
CASE_004251,146.8,Apple Pay,Mobile,subscription_failure,subscription_payment_failed,0,False,27.0,Istanbul,1,146.8,146.8,18.0,13.0,1.0,3.0,9.0,55,6941.33,126.206,133.44,511.20000000000005,585,94,146,11.301369863013699,54,1,Love Heart Trinket Pot,high,276.5,Apple Pay,Mobile,0,12,True,False,True,True,True,True,,5,high,0.1727,0.1868,0.3522,0.85,25.35,27.42,51.7,124.78,ESCALATE_TO_HUMAN,124.78,True,ESCALATE_TO_HUMAN,0.85,recovered,True,146.8,ESCALATE_TO_HUMAN,124.78,True,146.8
CASE_003988,276.85,Apple Pay,Desktop,subscription_failure,expired_payment_method,0,True,31.0,Ankara,1,276.85,276.85,4.0,6.0,0.0,4.0,3.0,162,21102.899999999998,130.2648148148148,85.17,801.0,1816,35,0,162.0,146,1,S/4 Cacti Candles,very_high,154.85,Apple Pay,Desktop,0,8,False,False,False,False,False,False,,0,low,0.4747,0.4035,0.4885,0.5,131.42,111.71,135.24,138.43,ESCALATE_TO_HUMAN,138.43,False,ESCALATE_TO_HUMAN,0.5,recovered,True,276.85,SEND_REMINDER,135.24,True,276.85
CASE_002987,11244.84,Google Pay,Desktop,payment_failure,payment_method_failure,0,True,18.0,Istanbul,1,11244.84,11244.84,18.0,5.0,1.0,5.0,6.0,1157,66441.3,57.42549697493518,34.589999999999996,595.2,5906,1,365,95.09589041095892,401,1,Strawberry Ceramic Trinket Pot,very_high,169.23,Google Pay,Desktop,1,8,True,True,False,False,False,False,,2,medium,0.3593,0.3254,0.2636,0.5,4040.27,3659.07,2964.14,5622.42,ESCALATE_TO_HUMAN,5622.42,False,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,RETRY_PAYMENT,4040.27,True,11244.84
CASE_004122,659.8,Credit Card,Mobile,checkout_abandonment,checkout_abandoned,0,False,30.0,Gaziantep,1,659.8,659.8,11.0,8.0,0.0,3.0,9.0,54,5562.34,103.0062962962963,96.34,256.32,465,254,0,54.0,54,1,Ceramic Cake Design Spotted Mug,high,139.4,Credit Card,Mobile,0,3,True,False,False,True,False,True,,3,medium,0.2062,0.4032,0.176,0.5,136.05,266.03,116.12,329.9,ESCALATE_TO_HUMAN,329.9,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,329.9,False,0.0
CASE_004988,1629.35,Credit Card,Desktop,subscription_failure,subscription_payment_failed,0,False,43.0,Ankara,1,1629.35,1629.35,6.0,8.0,0.0,1.0,6.0,77,6951.05,90.27337662337662,76.80000000000001,289.92,635,31,336,6.875,65,1,Home Sweet Home Metal Sign,high,163.34,Credit Card,Desktop,4,13,True,True,True,False,True,False,,5,high,0.1603,0.1683,0.3322,0.85,261.18,274.22,541.27,1384.95,ESCALATE_TO_HUMAN,1384.95,True,ESCALATE_TO_HUMAN,0.85,recovered,True,1629.35,ESCALATE_TO_HUMAN,1384.95,True,1629.35
CASE_009122,1043.68,Debit Card,Desktop,subscription_failure,recurring_payment_failure,0,True,28.0,Ankara,1,1043.68,1043.68,33.0,9.0,0.0,5.0,21.0,127,5624.88,44.290393700787405,34.589999999999996,276.71999999999997,465,17,309,12.33009708737864,102,1,Set Of 3 Heart Cookie Cutters,high,5.62,Debit Card,Desktop,3,6,False,True,False,False,False,False,,2,medium,0.4135,0.3615,0.4638,0.5,431.56,377.29,484.06,521.84,ESCALATE_TO_HUMAN,521.84,False,ESCALATE_TO_HUMAN,0.5,recovered,True,1043.68,SEND_REMINDER,484.06,False,0.0
CASE_007502,87.18,Debit Card,Mobile,checkout_abandonment,checkout_abandoned,0,False,33.0,Bursa,1,87.18,87.18,5.0,8.0,1.0,4.0,10.0,223,96655.41,433.43233183856506,227.52,4320.96,7442,0,339,19.734513274336283,47,1,Cream Sweetheart Mini Chest,very_high,57.97,Debit Card,Mobile,1,7,False,True,False,False,False,True,,2,medium,0.3292,0.5018,0.247,0.5,28.7,43.75,21.53,43.59,CREATE_PAYMENT_LINK,43.75,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,43.59,True,87.18
CASE_006504,84.6,PayPal,Mobile,invoice_overdue,invoice_overdue,0,False,32.0,Istanbul,1,84.6,84.6,17.0,8.0,1.0,3.0,2.0,219,29410.6,134.29497716894977,100.48,3015.36,2529,129,0,219.0,219,1,12 Coloured Party Balloons,very_high,139.45,PayPal,Mobile,1,11,False,False,True,False,True,False,,2,medium,0.4432,0.3887,0.4861,0.5,37.49,32.88,41.12,42.3,ESCALATE_TO_HUMAN,42.3,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,42.3,True,84.6
CASE_003522,392.52,Google Pay,Desktop,payment_failure,temporary_bank_error,1,True,23.0,Ankara,1,392.52,392.52,10.0,9.0,0.0,4.0,2.0,11,1506.16,136.92363636363638,98.0,384.48,145,322,0,11.0,11,1,Cream Sweetheart Egg Holder,low,110.7,Google Pay,Desktop,2,3,False,True,False,False,False,False,,1,low,0.5707,0.3081,0.2429,0.41,224.01,120.94,95.34,160.93,RETRY_PAYMENT,224.01,False,RETRY_PAYMENT,0.5707,recovered,True,392.52,RETRY_PAYMENT,224.01,True,392.52
CASE_000486,383.14,Debit Card,Mobile,subscription_failure,expired_payment_method,0,True,35.0,Antalya,1,383.14,383.14,14.0,13.0,1.0,5.0,4.0,62,2410.9,38.88548387096775,36.620000000000005,133.2,202,44,17,109.41176470588236,57,1,Jam Making Set With Jars,medium,22.2,Debit Card,Mobile,2,9,False,False,True,False,False,False,,1,low,0.568,0.4828,0.5492,0.5,217.62,184.98,210.42,191.57,RETRY_PAYMENT,217.62,False,RETRY_PAYMENT,0.568,recovered,True,383.14,SEND_REMINDER,210.42,True,383.14
CASE_006542,274.54,Google Pay,Tablet,invoice_overdue,payment_not_received,0,True,35.0,Gaziantep,1,274.54,274.54,11.0,12.0,0.0,2.0,4.0,5,446.76,89.352,99.2,170.64000000000001,30,199,0,5.0,5,1,Assorted Colour Bird Ornament,low,161.93,Google Pay,Tablet,1,5,False,False,False,False,False,False,,0,low,0.4328,0.3679,0.4613,0.35,118.82,101.0,126.65,96.09,SEND_REMINDER,126.65,False,SEND_REMINDER,0.4613,recovered,True,274.54,SEND_REMINDER,126.65,False,0.0
CASE_007892,1313.79,Credit Card,Mobile,payment_failure,insufficient_funds,0,True,31.0,Izmir,1,1313.79,1313.79,4.0,5.0,1.0,3.0,3.0,262,6730.85,25.69026717557252,16.35,383.40000000000003,506,25,333,23.603603603603606,204,1,Oval Wall Mirror Diamante,high,72.68,Credit Card,Mobile,2,2,False,True,False,False,False,False,,1,low,0.443,0.3866,0.303,0.5,582.01,507.91,398.08,656.9,ESCALATE_TO_HUMAN,656.9,False,ESCALATE_TO_HUMAN,0.5,recovered,True,1313.79,RETRY_PAYMENT,582.01,False,0.0
CASE_003982,118.78,Apple Pay,Mobile,repeated_payment_failure,repeated_payment_failure,3,False,35.0,Adana,1,118.78,118.78,3.0,13.0,1.0,3.0,6.0,15,1264.23,84.282,74.4,138.35999999999999,99,17,0,15.0,15,1,15cm Christmas Glass Ball 20 Lights,low,21.02,Apple Pay,Mobile,2,11,False,False,True,False,True,True,,3,medium,0.02,0.2749,0.2279,0.45,2.38,32.65,27.07,53.45,ESCALATE_TO_HUMAN,53.45,True,ESCALATE_TO_HUMAN,0.45,recovered,True,118.78,ESCALATE_TO_HUMAN,53.45,True,118.78
CASE_000052,1334.58,Google Pay,Tablet,subscription_failure,recurring_payment_failure,0,True,18.0,Eskisehir,1,1334.58,1334.58,15.0,5.0,1.0,4.0,11.0,162,20851.59,128.71351851851853,126.8,446.40000000000003,1640,1,363,13.388429752066116,132,1,Fancy Fonts Birthday Wrap,very_high,46.61,Google Pay,Tablet,1,5,False,False,False,False,False,False,,0,low,0.5558,0.4725,0.5413,0.5,741.76,630.59,722.41,667.29,RETRY_PAYMENT,741.76,False,RETRY_PAYMENT,0.5558,recovered,True,1334.58,SEND_REMINDER,722.41,False,0.0
CASE_007907,4057.92,Google Pay,Tablet,invoice_overdue,customer_delay,0,False,36.0,Istanbul,1,4057.92,4057.92,25.0,9.0,1.0,3.0,7.0,4,41.0,10.25,10.25,10.25,4,284,0,4.0,4,1,Mint Kitchen Scales,low,231.29,Google Pay,Tablet,1,3,True,True,False,False,False,True,,3,medium,0.1742,0.18,0.3412,0.34,706.89,730.43,1384.56,1379.69,SEND_REMINDER,1384.56,True,ESCALATE_TO_HUMAN,0.34,escalated,False,0.0,ESCALATE_TO_HUMAN,1379.69,False,0.0
CASE_002073,1197.82,PayPal,Tablet,subscription_failure,subscription_payment_failed,0,False,44.0,Izmir,1,1197.82,1197.82,10.0,7.0,0.0,5.0,11.0,112,11716.73,104.61366071428571,78.21000000000001,533.76,1127,45,323,10.402476780185758,98,1,Jam Making Set With Jars,high,124.67,PayPal,Tablet,3,6,False,False,False,False,False,True,,2,medium,0.3633,0.3208,0.4342,0.5,435.17,384.26,520.09,598.91,ESCALATE_TO_HUMAN,598.91,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,598.91,False,0.0
CASE_002596,4832.6,Google Pay,Mobile,checkout_abandonment,checkout_abandoned,0,False,38.0,Antalya,1,4832.6,4832.6,13.0,11.0,1.0,5.0,12.0,4,1141.6000000000001,285.40000000000003,159.22,766.8000000000001,104,29,0,4.0,4,1,Belle Jardiniere Cushion Cover,low,70.87,Google Pay,Mobile,2,3,False,False,False,False,False,True,,1,low,0.3635,0.521,0.2543,0.34,1756.65,2517.78,1228.93,1643.08,CREATE_PAYMENT_LINK,2517.78,True,ESCALATE_TO_HUMAN,0.34,escalated,False,0.0,ESCALATE_TO_HUMAN,1643.08,False,0.0
CASE_005855,68.81,Google Pay,Mobile,payment_failure,insufficient_funds,1,False,18.0,Konya,1,68.81,68.81,16.0,8.0,0.0,3.0,6.0,79,8901.89,112.68215189873418,27.62,921.6,643,21,179,13.240223463687151,70,1,Grey Heart Hot Water Bottle,high,456.77,Google Pay,Mobile,0,10,True,True,True,False,False,True,,4,high,0.172,0.1782,0.1598,0.85,11.84,12.26,11.0,58.49,ESCALATE_TO_HUMAN,58.49,True,ESCALATE_TO_HUMAN,0.85,recovered,True,68.81,ESCALATE_TO_HUMAN,58.49,True,68.81
CASE_008484,688.33,Credit Card,Mobile,checkout_abandonment,customer_inactivity,0,False,42.0,Bursa,1,688.33,688.33,17.0,9.0,0.0,5.0,3.0,25,3617.16,144.6864,95.84,653.76,287,33,38,19.736842105263158,24,1,Vintage Christmas Bunting,medium,208.14,Credit Card,Mobile,3,14,True,False,True,True,True,False,,5,high,0.2148,0.4106,0.1816,0.85,147.85,282.63,125.0,585.08,ESCALATE_TO_HUMAN,585.08,True,ESCALATE_TO_HUMAN,0.85,recovered,True,688.33,ESCALATE_TO_HUMAN,585.08,False,0.0
CASE_003526,146.07,Google Pay,Tablet,payment_failure,insufficient_funds,1,False,42.0,Gaziantep,1,146.07,146.07,16.0,10.0,1.0,1.0,3.0,62,3901.15,62.92177419354839,45.3,447.3,309,57,29,64.13793103448276,62,1,12 Egg House Painted Wood,medium,92.32,Google Pay,Tablet,3,5,False,True,False,False,False,True,,3,medium,0.3453,0.3155,0.2575,0.5,50.44,46.09,37.61,73.04,ESCALATE_TO_HUMAN,73.04,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,73.04,False,0.0
CASE_006703,448.06,Credit Card,Mobile,subscription_failure,expired_payment_method,0,False,38.0,Eskisehir,1,448.06,448.06,8.0,12.0,1.0,5.0,9.0,60,14524.86,242.08100000000002,213.6,1055.04,1288,44,289,6.228373702422146,54,1,6 Rocket Balloons,very_high,23.36,Credit Card,Mobile,3,14,False,True,True,False,True,True,,5,high,0.2193,0.2204,0.3736,0.85,98.26,98.75,167.4,380.85,ESCALATE_TO_HUMAN,380.85,True,ESCALATE_TO_HUMAN,0.85,recovered,True,448.06,ESCALATE_TO_HUMAN,380.85,True,448.06
CASE_001358,1746.1,PayPal,Mobile,checkout_abandonment,payment_page_abandoned,0,True,20.0,Gaziantep,1,1746.1,1746.1,23.0,7.0,1.0,4.0,8.0,3,34.87,11.623333333333333,14.09,15.32,3,352,0,3.0,3,1,Chrysanthemum Sketchbook,low,137.13,PayPal,Mobile,2,8,False,True,False,True,False,False,,2,medium,0.3085,0.4782,0.2245,0.33,538.67,834.99,392.0,576.21,CREATE_PAYMENT_LINK,834.99,False,CREATE_PAYMENT_LINK,0.4782,recovered,True,1746.1,CREATE_PAYMENT_LINK,834.99,False,0.0
CASE_009131,123.17,Google Pay,Desktop,checkout_abandonment,checkout_abandoned,0,True,42.0,Istanbul,1,123.17,123.17,35.0,7.0,1.0,3.0,6.0,188,23528.82,125.15329787234042,123.15,1012.8000000000001,2036,81,195,28.923076923076923,150,1,Classic Cafe Sugar Dispenser,very_high,372.4,Google Pay,Desktop,3,7,True,False,False,False,False,False,,2,medium,0.4825,0.6201,0.3286,0.5,59.43,76.38,40.47,61.58,CREATE_PAYMENT_LINK,76.38,False,CREATE_PAYMENT_LINK,0.6201,recovered,True,123.17,CREATE_PAYMENT_LINK,76.38,True,123.17
CASE_003281,30.71,Debit Card,Tablet,payment_failure,temporary_bank_error,0,False,34.0,Bursa,1,30.71,30.71,15.0,10.0,0.0,4.0,4.0,50,7129.75,142.595,133.32,523.2,576,26,341,4.39882697947214,39,1,Assorted Colour Bird Ornament,high,210.84,Debit Card,Tablet,4,5,False,False,False,False,False,True,,2,medium,0.5845,0.3219,0.255,0.5,17.95,9.89,7.83,15.36,RETRY_PAYMENT,17.95,True,ESCALATE_TO_HUMAN,0.5,escalated,False,0.0,ESCALATE_TO_HUMAN,15.36,True,30.71
